Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
LTBP3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZBTB4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TSHZ1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CDH11,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CHST14,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SLC29A3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GNA12,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TMEM185A,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PCDHGA6,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FGD1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PTK7,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GLI3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NFATC4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HTRA1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ANTXR1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GPX8,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FKBP10,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CNPY4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NRP2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZNF556,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NDP,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
AMER1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
IGFBP5,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZFPM2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
C12orf57,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZBTB12,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
VGLL4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
EVC2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
IRS4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
C6orf48,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TMEM18,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LRRC17,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GLI2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NYNRIN,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
OLFML1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TIMP2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FLRT2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SMARCA2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SSBP3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GREB1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RBP1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GSTM5,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FOXL2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
VWCE,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NTF3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NGF,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PPT2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
EGFL8,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NTN5,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SMO,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
COL16A1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CACNA1H,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SOX4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MEX3A,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NBL1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TMEM98,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MDK,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GXYLT2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DACT1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PELI2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
COL24A1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SCUBE1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
KIT,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SH2D4A,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FRMPD3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
STXBP5L,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PKNOX2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LAYN,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ITM2A,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZNF630,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CCNB1IP1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZNF844,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CDH23,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
WISP2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ABCA8,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ABCA9,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ABCA10,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ROBO3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NRG2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
VIT,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LRP3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RHOBTB3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PDE1B,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RASGRF2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ING2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SIGLEC11,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SLC8B1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
AMHR2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NR4A1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ADAMTS1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ADAMTS16,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HTR1A,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SGCZ,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PCDH11X,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
EML5,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MUM1L1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
KLHDC8A,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ANGPTL5,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
WFIKKN2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TLR5,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MMP21,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HS3ST1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CDK15,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HTR1E,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
DIRAS3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ARX,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CRYGD,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ECEL1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TENM4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
KCNT2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SCN7A,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CCBE1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZNF66,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GALNT10,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TMEM255A,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PDGFRA,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
LPAR4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
MCC,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CLSTN2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
HS6ST2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NXPH2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
C21orf62,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
BAMBI,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NRK,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PEG3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
BST2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
FGF10,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ADRB3,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CPZ,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
PPP2R2D,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
RNF212,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
ZNF98,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
SNAP47,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CSDC2,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
NCKIPSD,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
OBSL1,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
CTSF,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
TMEM8B,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GATA4,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
GATA6,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
OMD,0,,17636,14,0.000793830800635065,CHEK2|PALB2|ATM|ATR|RECQL5|RNF168|ATRIP|CLSPN|CHEK1|BRCA1|MDC1|RNF8|TP53BP1|BARD1
