Gene,Score,in.gold.standard,gold.standard.genes.in.cluster,Clade
RUNX3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MAFB,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SH2B2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SH2B3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
C22orf23,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
CUEDC2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
LARP6,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SHF,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ENSP00000485615.1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
CHRD,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
VGLL2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SEMA5B,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SH3BGR,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SH3BGRL,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
NR4A2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SHC2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MMP15,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MMP14,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MMP16,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MMP24,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MMP1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MMP10,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MMP3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MMP13,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MMP8,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MMP19,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MMP28,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
BMP2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
FAM76A,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
FAM76B,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
LHFPL3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
LHFPL4,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ENSP00000486012.1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
RYBP,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
JAZF1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ZNF330,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
FER,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
AKIRIN1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
AKIRIN2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ENSP00000355583.3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MAP3K10,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MAP3K9,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
PTGES,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
KCTD1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
KCTD15,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
DDAH1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
BTG2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MED23,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
FAM92B,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MAST2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MAST1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MAST3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
TNFAIP8,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
TNFAIP8L3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ROCK2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
NDRG3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
NDRG1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
NDRG4,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
BRE,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
TMEM11,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
KIZ,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
C2orf81,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
HAUS7,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SFTPB,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
C8orf58,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ENSP00000399696.3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
GPR152,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
VASP,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SPON1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
DOK3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
DALRD3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ENSP00000489325.1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
LGALS4,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ADRB2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
B3GAT1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MRPS22,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
CHCHD1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
DMRTA2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
CXorf65,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
RESP18,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
PRR19,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
GPR20,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
KBTBD13,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
IFI44L,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
THAP11,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
FAM111A,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
FAM111B,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
C1orf226,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ENSP00000405676.2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
AURKAIP1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MPG,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
METRN,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
PRR7,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
AXL,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
HCAR1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
HCAR2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
HCAR3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
B3GALT4,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
RPH3AL,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ARGLU1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
TBX4,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
TOR1A,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
HRH2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
FAM133A,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
FAM133B,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
R3HDM4,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
LRPAP1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
HTR6,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ABHD14B,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
TUSC2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SLC9A3R2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SYT12,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
CYTL1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
FAM69C,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
LRRFIP1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
DIO2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SLC19A1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
RSBN1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
PLXDC2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
TOB2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
WFDC1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
COLQ,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
PLEKHB2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ENSP00000431536.1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
DIO3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
NFIC,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
NFIA,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
THSD4,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
DIO1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
CMTM4,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
GFRA4,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
KCNRG,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SERPINC1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
OCM,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
OCM2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
GPC5,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
DACH2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
UST,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SPOCK1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SPOCK3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
HTR4,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ENSP00000299633.4,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
BLOC1S6,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MED28,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
GCHFR,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MVB12B,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
AIF1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
CSTA,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
SPDYA,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
PGF,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
GHSR,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MAPK8IP1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
PAPLN,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
HOXB9,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
DUOXA2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
PTK2B,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
NEURL2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
DFFB,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
TMEM212,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
IGFBPL1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
LIPI,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
CMKLR1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
VSTM5,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
EPM2AIP1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
EGFL8,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
CCDC177,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
THOC6,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
GTF2F1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
ECSIT,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MEN1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
GEMIN7,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
F2RL3,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
LAMC2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
C16orf54,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
INSM2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
DNAJC22,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
GPR151,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
DCAF15,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
HEXIM2,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
AKT1S1,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
C19orf54,0.000275862068965517,No,RPA1|EXO1|DNA2,ANIMALS
MTA3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
MTA1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
MTA2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ACOT11,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ACOT12,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
RB1CC1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SRP14,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
R3HCC1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
R3HCC1L,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
BNIP1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SH3BGRL3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
NDUFA4,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
NDUFA4L2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
GOLGA7,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
GOLGA7B,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
DCAF5,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
CLNS1A,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ITFG1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SCAMP4,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SCAMP5,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SCAMP3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SCAMP1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SCAMP2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
C9orf78,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ZCCHC9,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TRA2A,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TRA2B,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
RCAN3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
RCAN1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
RCAN2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
NUP88,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PSME1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PSME2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PSME3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
UBL3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
HINT3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
METTL12,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
NUCB1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
HMGXB3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TMA16,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
CCDC88B,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TRIP11,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
AGGF1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
NOL8,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
API5,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
FRAS1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
UNC80,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
RNF220,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TRDMT1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
WDR7,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ATXN3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ATXN3L,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
NUDCD1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SUPT20H,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
UHRF1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
UHRF2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
HR,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
JMJD1C,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
KDM3A,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
HENMT1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
CASD1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PRR5,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PRR5L,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
CSTF1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
HAS2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
HAS3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TTC9,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
AIP,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SLC35G2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
EPM2A,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
CDKN3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
MRPL34,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
MRPL16,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
CADPS2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
RANGRF,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TSTD1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
EPS8L1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ACBD4,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ACBD5,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TIGAR,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
C2orf76,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
METTL14,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
METTL3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ATP6V1G1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ATP6V1G2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
CPSF6,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
MGAT5,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
MGAT5B,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
MEGF9,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SCAF11,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
RC3H1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ADAMTSL1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ZNF654,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
POU6F2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PMFBP1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
LAMB3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
MRPS6,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PKP2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
CLEC4F,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
FILIP1L,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
BNC1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
BNC2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
EPHA10,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
EPHB6,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ROS1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
MET,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ALK,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
LTK,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
AATK,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
LMTK2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
GHDC,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
GTF3C4,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
CCDC82,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SCUBE2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SCUBE1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SCUBE3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
CCDC58,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
COX17,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
GADD45A,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TTI2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
WBP2NL,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
GOLGA1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TTC17,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
LTBP2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TRIOBP,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PSIP1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PTCD3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
RGAG4,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
LDOC1L,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
LDOC1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
FAM127A,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
FAM127B,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
FAM127C,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ZCCHC5,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
ZBED6,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
POGZ,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PAK4,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PAK1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PAK2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PAK3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PAK6,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
PAK7,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
MLX,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
KSR1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
KSR2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
SH3BP4,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
EPS8L3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
EPS8,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
EPS8L2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
STAC2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
STAC3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TSPY1,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TSPY2,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TSPY8,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TSPY3,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
TSPY9P,0.000476417341591234,No,RBBP8|DNA2|RPA1|EXO1,FUNGI
