Gene,Score,in.gold.standard,gold.standard.genes.in.cluster,Clade
GPC6,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
NTAN1,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
SYT16,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
TGM6,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
TGM5,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
TGM1,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
LIX1,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
LIX1L,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
BRS3,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
SYTL3,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
GCM1,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
VDR,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
INTS10,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
LRRC9,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
CFAP46,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
CYSLTR2,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
TDG,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
FAM60A,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
LHFP,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
LHFPL1,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
ZXDA,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
ZXDB,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
IQCJ-SCHIP1,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
SCHIP1,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
XKR4,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
APCDD1,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
APCDD1L,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
ZNF367,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
SDCBP,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
SDCBP2,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
CAPN7,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
LMF1,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
CERCAM,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
COLGALT1,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
ZC4H2,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
SPAG6,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
FLCN,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
GABPA,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
TSPAN15,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
L3HYPDH,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
TCTA,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
C3orf70,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
C1orf109,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
BORCS5,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
ENSP00000486584.1,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
OSTM1,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
CBX6,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
KLF11,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
PPFIBP1,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
SSPN,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
GEMIN4,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
KLHL42,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
LRMP,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
FGFR1OP2,0.00180396873120866,No,MCPH1|WRN|PSMC3IP,ANIMALS
MYOD1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
MYOG,0.00228310502283105,No,MCPH1|WRN,ANIMALS
MYF6,0.00228310502283105,No,MCPH1|WRN,ANIMALS
AGRP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
LECT2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
S100A6,0.00228310502283105,No,MCPH1|WRN,ANIMALS
S100A3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
S100A5,0.00228310502283105,No,MCPH1|WRN,ANIMALS
AMBP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
LGALS1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
BAG2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
VSIG10,0.00228310502283105,No,MCPH1|WRN,ANIMALS
MAPK1IP1L,0.00228310502283105,No,MCPH1|WRN,ANIMALS
GKN1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CD6,0.00228310502283105,No,MCPH1|WRN,ANIMALS
MRGPRF,0.00228310502283105,No,MCPH1|WRN,ANIMALS
S100A13,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IL36A,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IL1RN,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IL1F10,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IL36RN,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CCDC178,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C11orf74,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CCDC117,0.00228310502283105,No,MCPH1|WRN,ANIMALS
RBM43,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IFNAR1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
OAZ3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TCHHL1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
RBM14,0.00228310502283105,No,MCPH1|WRN,ANIMALS
APOM,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TBATA,0.00228310502283105,No,MCPH1|WRN,ANIMALS
AMTN,0.00228310502283105,No,MCPH1|WRN,ANIMALS
GSDMC,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ARHGAP36,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FGF21,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FAM212A,0.00228310502283105,No,MCPH1|WRN,ANIMALS
VSIG2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ARMCX5,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TCF19,0.00228310502283105,No,MCPH1|WRN,ANIMALS
INHBE,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C1orf87,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SPATA25,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TCAP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SIGLEC11,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IL12A,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FCER1A,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SLAMF7,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TREML2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SPC25,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CD86,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CD200R1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
RNASE1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FCGR1A,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FCRLA,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IFNLR1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TRAT1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IL18,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CENPQ,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SPP1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CD33,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C22orf31,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C3orf49,0.00228310502283105,No,MCPH1|WRN,ANIMALS
LGALS12,0.00228310502283105,No,MCPH1|WRN,ANIMALS
KNSTRN,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FCAMR,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ICAM2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FCRLB,0.00228310502283105,No,MCPH1|WRN,ANIMALS
GSDMD,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IL1B,0.00228310502283105,No,MCPH1|WRN,ANIMALS
MS4A1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SPATA9,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TMEM219,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ICAM5,0.00228310502283105,No,MCPH1|WRN,ANIMALS
BPIFB1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TROAP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FAM71C,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C6orf163,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FAM71D,0.00228310502283105,No,MCPH1|WRN,ANIMALS
HEATR9,0.00228310502283105,No,MCPH1|WRN,ANIMALS
KIAA2012,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C11orf80,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FAM71F1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FAM71F2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ERMN,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PSRC1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
NUTM2E,0.00228310502283105,No,MCPH1|WRN,ANIMALS
NUTM2F,0.00228310502283105,No,MCPH1|WRN,ANIMALS
S100PBP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TMCO5A,0.00228310502283105,No,MCPH1|WRN,ANIMALS
NUTM1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CABYR,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ODF1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
MAMSTR,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TIGIT,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CD19,0.00228310502283105,No,MCPH1|WRN,ANIMALS
DDIT3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C11orf42,0.00228310502283105,No,MCPH1|WRN,ANIMALS
UPK2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
OASL,0.00228310502283105,No,MCPH1|WRN,ANIMALS
OAS3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
OAS1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SIRPA,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SIRPB1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SIRPG,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CD200,0.00228310502283105,No,MCPH1|WRN,ANIMALS
GKN2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ZSWIM3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
MOG,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C10orf90,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C12orf50,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SPERT,0.00228310502283105,No,MCPH1|WRN,ANIMALS
KCTD19,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CD1D,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CD1A,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CD1C,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CD1E,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TRIM22,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TRIM5,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SHROOM4,0.00228310502283105,No,MCPH1|WRN,ANIMALS
NUPL2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CENPT,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SRRM4,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TRIM42,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CCDC36,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PRAMEF12,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ENSP00000478972.1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ENSP00000481973.1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ARMC12,0.00228310502283105,No,MCPH1|WRN,ANIMALS
F11R,0.00228310502283105,No,MCPH1|WRN,ANIMALS
RTP1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
RTP2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
HLA-DPA1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
HLA-DRA,0.00228310502283105,No,MCPH1|WRN,ANIMALS
HLA-DQA1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
HLA-DQA2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
GSDMA,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TDRD5,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ACP6,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C12orf56,0.00228310502283105,No,MCPH1|WRN,ANIMALS
GPR50,0.00228310502283105,No,MCPH1|WRN,ANIMALS
MIIP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
MEA1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SKA2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
EMB,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CDC42EP1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C2orf40,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C8orf37,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C18orf21,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CSF2RB,0.00228310502283105,No,MCPH1|WRN,ANIMALS
NEIL2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C10orf54,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IL20RB,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ZPBP2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
NTS,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IL22,0.00228310502283105,No,MCPH1|WRN,ANIMALS
JCHAIN,0.00228310502283105,No,MCPH1|WRN,ANIMALS
LAPTM5,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CNTRL,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CCDC141,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ARL14EP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
RNF138,0.00228310502283105,No,MCPH1|WRN,ANIMALS
KIAA1958,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ZPBP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PPP1R17,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CCDC67,0.00228310502283105,No,MCPH1|WRN,ANIMALS
KIAA0586,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PRR11,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TRIML2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
RTP3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
RTP4,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CALCOCO2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TNIP3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FGA,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PARM1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
GPRIN2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ENSP00000477875.2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
KCNE1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
NRIP2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
MANSC1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FNDC9,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PIANP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SUSD3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
HRG,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PPP1R26,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ZC3H3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PNRC1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SLX4IP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ZNF185,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IL24,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TSEN15,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TP53INP2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
RAB11FIP1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C2orf54,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PRSS53,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SP1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ID3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CXCR3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
BAX,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C20orf27,0.00228310502283105,No,MCPH1|WRN,ANIMALS
LGALS3BP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
EMD,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ZNF414,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SMTN,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SPIB,0.00228310502283105,No,MCPH1|WRN,ANIMALS
MIS18A,0.00228310502283105,No,MCPH1|WRN,ANIMALS
GLYAT,0.00228310502283105,No,MCPH1|WRN,ANIMALS
GLYATL2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
GLYATL1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
GLYATL1P3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ANKUB1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ECT2L,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TMEM44,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ZBTB9,0.00228310502283105,No,MCPH1|WRN,ANIMALS
BSND,0.00228310502283105,No,MCPH1|WRN,ANIMALS
GLI1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
RFX5,0.00228310502283105,No,MCPH1|WRN,ANIMALS
DDN,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PROB1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
MBD6,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SEMA4F,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SEMA4A,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SEMA6C,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ARHGEF15,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CD164L2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SLC22A17,0.00228310502283105,No,MCPH1|WRN,ANIMALS
DCST1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
DOK1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CCDC64B,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ARID5A,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CCDC105,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CEBPE,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PCED1A,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PCED1B,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SPATC1L,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TFPT,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TMEM143,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C3orf20,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FAM180B,0.00228310502283105,No,MCPH1|WRN,ANIMALS
HJURP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ANKRD53,0.00228310502283105,No,MCPH1|WRN,ANIMALS
DKKL1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SYCE1L,0.00228310502283105,No,MCPH1|WRN,ANIMALS
BCL2L12,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CSF2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
BCL2L14,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IL13,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SPATA31E1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SPATA31D3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SPATA31D4,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CD3EAP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CD27,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ACD,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FAM64A,0.00228310502283105,No,MCPH1|WRN,ANIMALS
SYNE4,0.00228310502283105,No,MCPH1|WRN,ANIMALS
WDR97,0.00228310502283105,No,MCPH1|WRN,ANIMALS
KNOP1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PRAM1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
IQCK,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CNBD1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CHTF8,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CCR1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CCR2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
ETS2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TMEM109,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C4orf32,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CCDC79,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CER1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FSIP1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
LMOD1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
NEK10,0.00228310502283105,No,MCPH1|WRN,ANIMALS
PPP1R36,0.00228310502283105,No,MCPH1|WRN,ANIMALS
S100A16,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FAM47E,0.00228310502283105,No,MCPH1|WRN,ANIMALS
FAM47E-STBD1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CCDC27,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TNFAIP2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
BEAN1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
C10orf35,0.00228310502283105,No,MCPH1|WRN,ANIMALS
LRRN4CL,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CCDC185,0.00228310502283105,No,MCPH1|WRN,ANIMALS
BOLL,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TFF2,0.00228310502283105,No,MCPH1|WRN,ANIMALS
DYDC1,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TEPP,0.00228310502283105,No,MCPH1|WRN,ANIMALS
TMPRSS3,0.00228310502283105,No,MCPH1|WRN,ANIMALS
CCDC6,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
FAM72A,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
FAM72B,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
FAM72C,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
FAM72D,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
CFAP20,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
SH3BGR,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
RNF34,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
GRB7,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
GRB10,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
GRB14,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
RBM48,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
KPTN,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
ARL6IP4,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
ZGPAT,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
TSSC1,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
ENSP00000484042.1,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
MLYCD,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
RAPH1,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
DYNLT1,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
BLOC1S1,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
ZRANB2,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
CHID1,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
HEXDC,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
GCC2,0.00556792873051225,No,XRCC2|RAD51B|DMC1|RAD51|RAD51C|RECQL4|WRN|RAD51D|MND1|PSMC3IP,FUNGI
