Gene,Score,in.gold.standard,gold.standard.genes.in.cluster,Clade
GTF3C6,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SEMA4B,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
RAMP2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ECH1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ENSP00000489574.1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SF3B1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ATP5J,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
KIAA1143,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CATSPER3,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
REV3L,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CDK13,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ELL3,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ARL6IP6,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SYCE2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SUGCT,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
C4orf45,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TMEM159,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
GPR160,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TMEM150B,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
GLRX2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
KAT6A,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TRABD2A,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TRABD2B,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SPATA17,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CASC5,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
NPS,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
AGBL1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TMEM69,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SGPP2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
BDH2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ASB1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
RPL4,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
HIPK2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TACR1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CIC,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TYSND1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
GAB2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
EPDR1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PDLIM4,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
LRRC41,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
DUOX1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
DUOX2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
GOLGA3,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PIGR,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PELP1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PIGG,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TMEM11,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CHST12,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SLC9A3R1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
MSANTD1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
VWCE,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
FAM179B,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
NDUFB5,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
B3GNT2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
DEPDC1B,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ITGAV,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
POMGNT2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
FAM69C,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
POP7,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CRH,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PPP1R3E,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
C17orf104,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PIGP,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
AMY1B,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
WDR76,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
FCRLA,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TACR3,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
GJA10,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TOPAZ1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
LRP11,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PRNP,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
NPAS2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
EGFR,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SLC5A11,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
WHSC1L1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SLC22A3,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SRSF11,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SLC6A1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
MKX,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
MARCH7,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SETBP1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PPP1R36,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SLC22A15,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CEP78,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SCEL,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TTC3,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SYNJ2BP,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
RTN4IP1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ARRDC3,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CTR9,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PDE11A,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ANKRD45,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ZFAND1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
MR1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SLC10A5,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ARHGAP40,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PROZ,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SERPINA10,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SF3B5,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ALG5,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ANKRD13A,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
DUSP15,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
NEK11,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
NME9,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TRERF1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
KLF8,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CCDC169-SOHLH2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SOHLH2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
BCO2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
MCM3AP,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ENSP00000485839.1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
NDUFA10,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PRKDC,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
C11orf87,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
URAD,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
RASSF6,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ADAM19,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
MSRA,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
DNAJC21,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
C1S,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
RGS11,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
AADACL3,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
AADACL4,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TRANK1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TMPRSS7,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CFAP44,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
LRIT2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
EHBP1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
MRPS5,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ASPM,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SPIDR,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
KIFC1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
LYRM7,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
C9orf135,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ZFAND4,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
DPM1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PIGH,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
DENND1C,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
FOXN4,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
GCAT,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
ZNF692,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
C12orf56,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PLEKHG2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
COL28A1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
C1orf146,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SCML4,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
FBXW8,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
COX10,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PINX1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
RNF17,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
TTF2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
AHCY,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
REEP2,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
C10orf71,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CRTAP,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PCDH1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CCDC91,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CSPP1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SHQ1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
XRCC4,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
PLCZ1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SLC15A5,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
C8orf33,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
HRG,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
SYCP1,0.0062111801242236,No,FANCC|FANCG|FANCL,MAMMALIANS
CAPN2,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
GFM2,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
ABCG2,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
RGS21,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
STT3B,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
MAP4K4,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
MTHFD2L,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
ANKMY2,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
BCAP31,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
ZFAND2A,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
ALAS2,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
CSE1L,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
NUDT3,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
LSG1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
CHMP4B,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
TMED2,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
DUSP13,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
STK25,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
STK24,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
NUDT4,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
NUDT10,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
NUDT11,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
MAPRE1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
RGS5,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
STRN3,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
SGPL1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
KIF5A,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
PANK2,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
KDM5B,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
RPL35,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
GMPR,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
PDE4B,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
ADAM10,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
ARMT1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
AIMP1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
MTPAP,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
ACAT1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
DUSP2,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
GOT2,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
CYP2B6,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
SUCLG1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
SCD5,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
COQ5,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
SMARCC1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
NAA15,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
ABI1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
QRSL1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
RHOT1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
PDK1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
ARL1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
CETN3,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
SLC25A14,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
SLC25A30,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
TXNL1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
KIF13A,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
PDE1C,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
SLC25A17,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
YIPF5,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
RANBP10,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
SPCS2,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
SLC25A15,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
SLC25A2,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
WDR36,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
TNKS2,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
DUSP14,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
SUCLA2,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
HAT1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
C11orf73,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
TNKS,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
TOP1,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
DBT,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
RAPGEF4,0.00106382978723404,No,FANCF|BRIP1,MAMMALIANS
ENSP00000489517.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
NSUN4,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
CPEB4,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
RPL7,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
MC5R,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
KCNJ5,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
LHFPL5,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
CLGN,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
HDAC8,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
GABRG2,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
SEPT10,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
RHOV,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
CTSK,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
SLC36A1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
HMGB3,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
EGLN3,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
STOML3,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
SORBS1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
WNT8A,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
BMI1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
COMMD3-BMI1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
CSRP3,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
UTP15,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
DNAJB4,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ALDOA,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
CSRP1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
RAB3B,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ADIPOR1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
H2AFX,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
CFL1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
CFL2,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000489000.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
C9orf66,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
KRTAP20-2,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
KRTAP5-1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
KRTAP5-6,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
DCANP1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
RFPL3S,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000485522.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000477989.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000485673.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000485166.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
GPSM3,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
PILRB,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000485115.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000485422.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
KIAA0040,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
TNFRSF12A,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
TFF3,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
C10orf142,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
PANO1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000449544.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000485039.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000485187.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
TUBA4B,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ZNF788,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000485411.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000476252.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
RPS10-NUDT3,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000487212.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000486219.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000486699.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
C3orf36,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
RHOC,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
LHX1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000480106.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
LCE4A,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
GABARAPL1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
CYP4Z1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
C17orf89,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ZNF594,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000475957.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
DAPL1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
KRTAP5-2,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
KRTAP5-4,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
KRTAP5-5,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
KRTAP5-11,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
KRTAP5-3,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ACYP2,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
DSTN,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
MYL1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
SGK1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ACTR3C,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ENSP00000485232.1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
KLF18,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
ZNF491,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
LCE1D,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
RALYL,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
KRTAP21-1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
AURKC,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
CTSL,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
CTSV,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
PPY,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
MT1B,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
MT2A,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
CYB5R1,0.00192957067052581,No,STRA13|APITD1|FANCF|FAAP24,VERTBRATES
